Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.299	6422	1.0	25.761	0.401%	2.966	0.39%	2e-05	1.0
SP.Syn.Abst.300	8516	1.0	21.608	0.254%	2.612	0.259%	1e-05	1.0
SP.Syn.Abst.301	7335	1.0	23.258	0.317%	2.747	0.323%	1e-05	1.0
SP.Syn.Abst.302	11258	1.0	25.671	0.228%	3.049	0.231%	1e-05	1.0
SP.Syn.Abst.303	12585	1.0	25.126	0.2%	3.038	0.208%	1e-05	1.0
SP.Syn.Abst.304	13434	1.0	23.693	0.176%	2.88	0.186%	0.0	1.0
SP.Syn.Abst.305	8862	1.0	25.658	0.29%	2.951	0.282%	1e-05	1.0
SP.Syn.Abst.306	7559	1.0	23.655	0.313%	2.791	0.319%	1e-05	1.0
SP.Syn.Abst.307	14872	1.0	23.846	0.16%	2.902	0.162%	0.0	1.0
SP.Syn.Abst.308	6825	1.0	19.866	0.291%	2.402	0.299%	1e-05	1.0
SP.Syn.Abst.309	11015	1.0	22.051	0.2%	2.662	0.207%	0.0	1.0
SP.Syn.Abst.310	4389	1.0	21.556	0.491%	2.556	0.499%	3e-05	1.0
SP.Syn.Abst.311	16767	1.0	25.748	0.154%	3.194	0.165%	0.0	1.0
SP.Syn.Abst.312	6639	1.0	21.855	0.329%	2.69	0.349%	1e-05	1.0
SP.Syn.Abst.313	9917	1.0	22.897	0.231%	2.713	0.234%	1e-05	1.0
SP.Syn.Abst.314	6020	1.0	23.834	0.396%	2.856	0.385%	2e-05	1.0
SP.Syn.Abst.315	7352	1.0	25.165	0.342%	3.036	0.35%	1e-05	1.0
SP.Syn.Abst.316	10611	1.0	20.564	0.194%	2.491	0.2%	0.0	1.0
SP.Syn.Abst.317	11064	1.0	24.113	0.218%	2.963	0.223%	1e-05	1.0
SP.Syn.Abst.318	8702	1.0	25.371	0.292%	2.959	0.288%	1e-05	1.0
SP.Syn.Abst.319	5502	1.0	23.875	0.434%	2.779	0.432%	2e-05	1.0
SP.Syn.Abst.320	6716	1.0	24.347	0.363%	2.929	0.375%	1e-05	1.0
SP.Syn.Abst.321	5322	1.0	23.84	0.448%	2.792	0.444%	2e-05	1.0
SP.Syn.Abst.322	9321	1.0	21.905	0.235%	2.684	0.242%	1e-05	1.0
SP.Syn.Abst.323	9618	1.0	25.476	0.265%	2.947	0.263%	1e-05	1.0
SP.Syn.Abst.324	8781	1.0	22.861	0.26%	2.754	0.266%	1e-05	1.0
SP.Syn.Abst.325	4817	1.0	23.094	0.479%	2.775	0.494%	3e-05	1.0
SP.Syn.Abst.326	16709	1.0	31.706	0.19%	3.937	0.2%	0.0	1.0
SP.Syn.Abst.327	6415	1.0	25.353	0.395%	2.975	0.394%	2e-05	1.0
SP.Syn.Abst.328	19946	1.0	27.073	0.136%	3.169	0.137%	0.0	1.0
SP.Syn.Abst.329	6829	1.0	22.726	0.333%	2.731	0.338%	1e-05	1.0
SP.Syn.Abst.330	14709	1.0	27.097	0.184%	3.165	0.183%	0.0	1.0
SP.Syn.Abst.331	15833	1.0	25.363	0.16%	2.973	0.162%	0.0	1.0
SP.Syn.Abst.332	13200	1.0	24.409	0.185%	2.864	0.187%	0.0	1.0
SP.Syn.Abst.333	10922	1.0	21.852	0.2%	2.732	0.209%	0.0	1.0
SP.Syn.Abst.334	16695	1.0	27.21	0.163%	3.243	0.167%	0.0	1.0
SP.Syn.Abst.335	3370	1.0	24.459	0.726%	2.806	0.716%	6e-05	1.0
SP.Syn.Abst.336	12647	1.0	27.394	0.217%	3.193	0.213%	1e-05	1.0
SP.Syn.Abst.337	11267	1.0	22.963	0.204%	2.733	0.209%	1e-05	1.0
SP.Syn.Abst.338	8338	1.0	24.111	0.289%	2.879	0.296%	1e-05	1.0
SP.Syn.Abst.339	4581	1.0	25.033	0.546%	2.909	0.542%	3e-05	1.0
SP.Syn.Abst.340	13984	1.0	25.61	0.183%	3.069	0.187%	1e-05	1.0
SP.Syn.Abst.341	7852	1.0	22.107	0.282%	2.621	0.28%	1e-05	1.0
SP.Syn.Abst.342	4683	1.0	22.513	0.481%	2.652	0.487%	3e-05	1.0
SP.Syn.Abst.343	10258	1.0	24.837	0.242%	2.932	0.247%	1e-05	1.0
SP.Syn.Abst.344	4269	1.0	24.225	0.567%	2.908	0.585%	5e-05	1.0
SP.Syn.Abst.345	5314	1.0	19.47	0.366%	2.406	0.391%	1e-05	1.0
SP.Syn.Abst.346	7932	1.0	22.191	0.28%	2.654	0.288%	1e-05	1.0
SP.Syn.Abst.347	7704	1.0	25.153	0.326%	3.016	0.331%	1e-05	1.0
SP.Syn.Abst.348	4115	1.0	22.45	0.546%	2.719	0.541%	3e-05	1.0
SP.Syn.Abst.349	15498	1.0	25.586	0.165%	3.081	0.165%	0.0	1.0
SP.Syn.Abst.350	13591	1.0	23.839	0.175%	2.829	0.178%	0.0	1.0
SP.Syn.Abst.351	17939	1.0	24.27	0.135%	2.931	0.141%	0.0	1.0
SP.Syn.Abst.352	13151	1.0	20.688	0.157%	2.639	0.173%	0.0	1.0
SP.Syn.Abst.353	23523	1.0	26.572	0.113%	3.253	0.119%	0.0	1.0
SP.Syn.Abst.354	13284	1.0	23.951	0.18%	2.867	0.186%	0.0	1.0
SP.Syn.Abst.355	8183	1.0	23.155	0.283%	2.753	0.291%	1e-05	1.0
SP.Syn.Abst.356	7744	1.0	22.178	0.286%	2.708	0.286%	1e-05	1.0
SP.Syn.Abst.357	8184	1.0	22.731	0.278%	2.689	0.274%	1e-05	1.0
SP.Syn.Abst.358	10362	1.0	25.359	0.245%	2.982	0.243%	1e-05	1.0
SP.Syn.Abst.359	11106	1.0	28.259	0.254%	3.366	0.261%	1e-05	1.0
SP.Syn.Abst.360	4923	1.0	24.247	0.493%	2.863	0.497%	3e-05	1.0
SP.Syn.Abst.361	11192	1.0	24.149	0.216%	2.875	0.221%	1e-05	1.0
SP.Syn.Abst.362	6053	1.0	24.022	0.397%	2.756	0.385%	2e-05	1.0
SP.Syn.Abst.363	7862	1.0	25.274	0.321%	2.988	0.324%	1e-05	1.0
SP.Syn.Abst.364	8759	1.0	24.984	0.285%	2.906	0.28%	1e-05	1.0
SP.Syn.Abst.365	13565	1.0	22.92	0.169%	2.735	0.17%	0.0	1.0
SP.Syn.Abst.366	8310	1.0	21.877	0.263%	2.73	0.283%	1e-05	1.0
SP.Syn.Abst.367	17581	1.0	26.227	0.149%	3.032	0.148%	0.0	1.0
SP.Syn.Abst.368	5810	1.0	24.472	0.421%	2.848	0.424%	2e-05	1.0
SP.Syn.Abst.369	4122	1.0	25.411	0.616%	2.951	0.592%	4e-05	1.0
SP.Syn.Abst.370	12227	1.0	24.845	0.203%	2.949	0.207%	0.0	1.0
SP.Syn.Abst.371	14795	1.0	23.941	0.162%	2.812	0.164%	0.0	1.0
SP.Syn.Abst.372	4410	1.0	24.723	0.561%	2.885	0.55%	4e-05	1.0
SP.Syn.Abst.373	7219	1.0	22.48	0.311%	2.742	0.327%	1e-05	1.0
SP.Syn.Abst.374	9803	1.0	25.275	0.258%	2.942	0.258%	1e-05	1.0
SP.Syn.Abst.375	8386	1.0	22.146	0.264%	2.703	0.277%	1e-05	1.0
SP.Syn.Abst.376	9565	1.0	22.099	0.231%	2.621	0.236%	1e-05	1.0
SP.Syn.Abst.377	9635	1.0	23.805	0.247%	2.861	0.248%	1e-05	1.0
SP.Syn.Abst.378	9214	1.0	21.175	0.23%	2.619	0.245%	1e-05	1.0
SP.Syn.Abst.379	16896	1.0	23.196	0.137%	2.802	0.143%	0.0	1.0
SP.Syn.Abst.380	16699	1.0	26.886	0.161%	3.171	0.164%	0.0	1.0
SP.Syn.Abst.381	8229	1.0	26.201	0.318%	3.003	0.314%	1e-05	1.0
SP.Syn.Abst.382	7088	1.0	22.414	0.316%	2.733	0.332%	1e-05	1.0
SP.Syn.Abst.383	5757	1.0	24.193	0.42%	2.862	0.429%	2e-05	1.0
SP.Syn.Abst.384	10678	1.0	21.773	0.204%	2.711	0.218%	1e-05	1.0
SP.Syn.Abst.385	14665	1.0	23.272	0.159%	2.782	0.163%	0.0	1.0
SP.Syn.Abst.386	13362	1.0	23.527	0.176%	2.845	0.182%	0.0	1.0
SP.Syn.Abst.387	25186	1.0	24.255	0.096%	3.029	0.104%	0.0	1.0
SP.Syn.Abst.388	17637	1.0	22.183	0.126%	2.743	0.134%	0.0	1.0
SP.Syn.Abst.389	6323	1.0	24.822	0.393%	2.894	0.389%	2e-05	1.0
SP.Syn.Abst.390	5173	1.0	23.446	0.453%	2.757	0.453%	2e-05	1.0
SP.Syn.Abst.391	7642	1.0	22.154	0.29%	2.645	0.291%	1e-05	1.0
SP.Syn.Abst.392	14978	1.0	23.549	0.157%	2.819	0.161%	0.0	1.0
SP.Syn.Abst.393	4490	1.0	26.66	0.594%	3.102	0.594%	3e-05	1.0
SP.Syn.Abst.394	8836	1.0	23.206	0.263%	2.792	0.273%	1e-05	1.0
SP.Syn.Abst.395	9787	1.0	24.351	0.249%	2.908	0.246%	1e-05	1.0
SP.Syn.Abst.396	5687	1.0	24.923	0.438%	2.875	0.434%	2e-05	1.0
SP.Syn.Abst.397	6313	1.0	24.026	0.381%	2.799	0.382%	2e-05	1.0
SP.Syn.Abst.398	7863	1.0	22.926	0.292%	2.747	0.298%	1e-05	1.0
SP.Syn.Abst.399	11756	1.0	24.289	0.207%	2.935	0.213%	1e-05	1.0
SP.Syn.Abst.400	24116	1.0	26.768	0.111%	3.285	0.117%	0.0	1.0
SP.Syn.Abst.401	7962	1.0	25.554	0.321%	3.031	0.328%	1e-05	1.0
SP.Syn.Abst.402	9915	1.0	21.129	0.213%	2.622	0.228%	1e-05	1.0
SP.Syn.Abst.403	15923	1.0	25.166	0.158%	3.009	0.16%	0.0	1.0
SP.Syn.Abst.404	17441	1.0	25.244	0.145%	3.032	0.148%	0.0	1.0
SP.Syn.Abst.405	7176	1.0	23.423	0.326%	2.788	0.336%	1e-05	1.0
SP.Syn.Abst.406	10192	1.0	25.691	0.252%	2.956	0.248%	1e-05	1.0
SP.Syn.Abst.407	14459	1.0	22.808	0.158%	2.682	0.16%	0.0	1.0
SP.Syn.Abst.408	11571	1.0	24.294	0.21%	2.909	0.215%	1e-05	1.0
SP.Syn.Abst.409	6441	1.0	23.878	0.371%	2.87	0.383%	2e-05	1.0
SP.Syn.Abst.410	8758	1.0	24.497	0.28%	2.975	0.289%	1e-05	1.0
SP.Syn.Abst.411	12849	1.0	21.308	0.166%	2.625	0.175%	0.0	1.0
SP.Syn.Abst.412	8333	1.0	20.914	0.251%	2.564	0.262%	1e-05	1.0
SP.Syn.Abst.413	10249	1.0	24.06	0.235%	2.836	0.237%	1e-05	1.0
SP.Syn.Abst.414	5315	1.0	24.558	0.462%	2.935	0.452%	3e-05	1.0
SP.Syn.Abst.415	7204	1.0	21.533	0.299%	2.593	0.309%	1e-05	1.0
SP.Syn.Abst.416	4858	1.0	26.588	0.547%	3.052	0.543%	3e-05	1.0
SP.Syn.Abst.417	9857	1.0	24.332	0.247%	2.861	0.249%	1e-05	1.0
SP.Syn.Abst.418	9948	1.0	22.754	0.229%	2.886	0.248%	1e-05	1.0
SP.Syn.Abst.419	12826	1.0	25.516	0.199%	2.946	0.198%	0.0	1.0
SP.Syn.Abst.420	12917	1.0	25.691	0.199%	3.067	0.202%	0.0	1.0
SP.Syn.Abst.421	10712	1.0	24.914	0.233%	3.004	0.238%	1e-05	1.0
